treatment,player,kind,expertise,report,accuracy,queried,answered,player_responded
paired,21409433577947,A,experts,7.0,0.9310344827586207,0.02247191011235955,0.75,0.9411764705882353
paired,21409433577947,B,novices,7.0,0.8285714285714286,0.6285714285714286,0.9545454545454546,
paired,21409433577947,C,experts,1.0,0.1,0.011111111111111112,1.0,0.8888888888888888
paired,21409433577947,D,novices,7.0,0.5714285714285714,0.6666666666666666,1.0,
paired,32111755046981,A,novices,5.0,0.6785714285714286,0.10714285714285714,0.6666666666666666,
paired,32111755046981,B,experts,6.0,0.8974358974358975,0.0,,1.0
paired,32111755046981,C,novices,4.0,0.7575757575757576,0.09090909090909091,1.0,
paired,32111755046981,D,experts,6.0,0.92,0.010638297872340425,1.0,
paired,38174543864515,A,experts,4.0,0.8888888888888888,0.0,,1.0
paired,38174543864515,B,novices,3.0,0.8888888888888888,0.5555555555555556,1.0,
paired,38174543864515,C,experts,7.0,0.9230769230769231,0.0,,1.0
paired,38174543864515,D,novices,5.0,0.8333333333333334,0.6388888888888888,1.0,
paired,42404690668940,A,experts,5.0,0.96875,0.0,,1.0
paired,42404690668940,B,novices,3.0,0.9130434782608695,0.6956521739130435,1.0,
paired,42404690668940,C,experts,7.0,1.0,0.0,,1.0
paired,42404690668940,D,novices,7.0,0.9117647058823529,0.8235294117647058,0.9464285714285714,
paired,56585762474570,A,novices,5.0,0.8846153846153846,0.7692307692307693,1.0,
paired,56585762474570,B,experts,7.0,1.0,0.0,,1.0
paired,56585762474570,C,novices,4.0,0.9583333333333334,0.75,1.0,
paired,56585762474570,D,experts,7.0,1.0,0.0,,0.9516129032258065
paired,101017895939220,A,experts,6.0,0.9743589743589743,0.0,,
paired,101017895939220,B,novices,4.0,0.8076923076923077,0.0,,
paired,101017895939220,C,experts,7.0,0.9655172413793104,0.0,,
paired,101017895939220,D,novices,4.0,0.8064516129032258,0.0,,
paired,123795257479166,A,experts,6.0,1.0,0.0,,1.0
paired,123795257479166,B,novices,4.0,0.7419354838709677,0.22580645161290322,1.0,
paired,123795257479166,C,experts,7.0,0.96,0.0,,0.9473684210526315
paired,123795257479166,D,novices,5.0,0.8666666666666667,0.23333333333333334,1.0,
paired,133644391566106,A,experts,6.0,0.92,0.0,,1.0
paired,133644391566106,B,novices,3.0,0.8888888888888888,0.9166666666666666,1.0,
paired,133644391566106,C,experts,7.0,1.0,0.0,,1.0
paired,133644391566106,D,novices,3.0,0.96875,0.96875,0.9516129032258065,
paired,137619579400459,A,experts,7.0,0.9642857142857143,0.041237113402061855,0.5,1.0
paired,137619579400459,B,novices,4.0,0.9032258064516129,0.3225806451612903,1.0,
paired,137619579400459,C,experts,7.0,1.0,0.0,,1.0
paired,137619579400459,D,novices,4.0,0.9142857142857143,0.2,0.8571428571428571,1.0
paired,153498218008918,A,novices,6.0,0.8918918918918919,0.6756756756756757,1.0,
paired,153498218008918,B,experts,7.0,1.0,0.0,,0.9565217391304348
paired,153498218008918,C,novices,4.0,0.8620689655172413,0.7931034482758621,1.0,
paired,153498218008918,D,experts,7.0,1.0,0.0,,1.0
paired,180672638373464,A,novices,1.0,0.65625,0.40625,0.7692307692307693,
paired,180672638373464,B,experts,7.0,0.8518518518518519,0.0,,1.0
paired,180672638373464,C,novices,1.0,0.8333333333333334,0.2222222222222222,1.0,
paired,180672638373464,D,experts,7.0,0.9666666666666667,0.0,,1.0
paired,235859731771768,A,experts,6.0,0.8620689655172413,0.0,,0.9791666666666666
paired,235859731771768,B,novices,3.0,0.9230769230769231,0.41025641025641024,1.0,
paired,235859731771768,C,experts,7.0,0.9523809523809523,0.0,,0.9333333333333333
paired,235859731771768,D,novices,2.0,0.9354838709677419,0.4838709677419355,1.0,
paired,277030367725057,A,novices,1.0,0.875,0.90625,1.0,
paired,277030367725057,B,experts,5.0,1.0,0.0,,1.0
paired,277030367725057,C,novices,1.0,0.9444444444444444,0.8888888888888888,1.0,
paired,277030367725057,D,experts,6.0,0.9705882352941176,0.0,,0.9464285714285714
paired,281417746344637,A,novices,2.0,0.875,0.53125,0.9411764705882353,0.75
paired,281417746344637,B,experts,5.0,1.0,0.0,,0.9545454545454546
paired,281417746344637,C,novices,2.0,0.6666666666666666,0.3,0.8888888888888888,1.0
paired,281417746344637,D,experts,5.0,1.0,0.0,,1.0
paired,322563841246444,A,novices,5.0,0.896551724137931,0.0,,
paired,322563841246444,B,experts,6.0,0.9411764705882353,0.0,,0.625
paired,322563841246444,C,novices,4.0,0.696969696969697,0.0,,
paired,322563841246444,D,experts,7.0,0.9655172413793104,0.0,,0.14285714285714285
paired,355721802475635,A,novices,6.0,0.8275862068965517,0.10344827586206896,0.16666666666666666,
paired,355721802475635,B,experts,7.0,0.9629629629629629,0.0,,
paired,355721802475635,C,novices,6.0,0.8275862068965517,0.13793103448275862,0.125,
paired,355721802475635,D,experts,7.0,1.0,0.0,,
paired,362421570668147,A,experts,7.0,0.9655172413793104,0.0,,1.0
paired,362421570668147,B,novices,4.0,0.75,0.15625,0.8,
paired,362421570668147,C,experts,7.0,0.967741935483871,0.0,,0.5
paired,362421570668147,D,novices,3.0,0.6666666666666666,0.030303030303030304,1.0,
paired,402371639059063,A,experts,5.0,1.0,0.00980392156862745,1.0,0.9714285714285714
paired,402371639059063,B,novices,3.0,0.9629629629629629,1.0,1.0,
paired,402371639059063,C,experts,6.0,0.9736842105263158,0.02,1.0,1.0
paired,402371639059063,D,novices,4.0,0.9047619047619048,0.9523809523809523,1.0,
paired,459819203408978,A,novices,3.0,0.8518518518518519,0.7037037037037037,1.0,
paired,459819203408978,B,experts,6.0,0.9444444444444444,0.0,,1.0
paired,459819203408978,C,novices,4.0,0.8461538461538461,0.6153846153846154,1.0,
paired,459819203408978,D,experts,7.0,1.0,0.0,,1.0
paired,512381829158551,A,novices,5.0,0.7948717948717948,0.46153846153846156,1.0,
paired,512381829158551,B,experts,7.0,0.967741935483871,0.0,,1.0
paired,512381829158551,C,novices,5.0,0.8,0.76,0.9473684210526315,
paired,512381829158551,D,experts,7.0,0.9666666666666667,0.0,,1.0
paired,522058605648886,A,novices,4.0,0.896551724137931,0.8275862068965517,0.9791666666666666,
paired,522058605648886,B,experts,7.0,1.0,0.0,,1.0
paired,522058605648886,C,novices,4.0,0.9523809523809523,0.7142857142857143,0.9333333333333333,
paired,522058605648886,D,experts,7.0,1.0,0.0,,1.0
paired,563641349706418,A,experts,7.0,0.9285714285714286,0.0,,0.8571428571428571
paired,563641349706418,B,novices,6.0,0.8484848484848485,0.030303030303030304,1.0,
paired,563641349706418,C,experts,7.0,1.0,0.0,,1.0
paired,563641349706418,D,novices,4.0,0.37037037037037035,0.0,,
paired,563859218939246,A,novices,6.0,0.8709677419354839,0.16129032258064516,0.6,
paired,563859218939246,B,experts,7.0,0.9714285714285714,0.0,,0.8333333333333334
paired,563859218939246,C,novices,6.0,0.9615384615384616,0.15384615384615385,1.0,
paired,563859218939246,D,experts,7.0,1.0,0.0,,0.5
paired,668507302070680,A,novices,5.0,0.9,0.4666666666666667,0.8571428571428571,
paired,668507302070680,B,experts,7.0,0.9428571428571428,0.0,,1.0
paired,668507302070680,C,novices,2.0,0.8275862068965517,0.3793103448275862,1.0,
paired,668507302070680,D,experts,7.0,1.0,0.0,,
paired,696092780970702,A,experts,6.0,0.9642857142857143,0.0,,0.6666666666666666
paired,696092780970702,B,novices,3.0,0.7948717948717948,0.07692307692307693,1.0,
paired,696092780970702,C,experts,6.0,1.0,0.0,,1.0
paired,696092780970702,D,novices,3.0,0.84,0.0,,1.0
paired,760791662383499,A,novices,4.0,0.5769230769230769,0.7692307692307693,0.95,
paired,760791662383499,B,experts,5.0,1.0,0.0,,1.0
paired,760791662383499,C,novices,4.0,0.9090909090909091,0.8181818181818182,1.0,
paired,760791662383499,D,experts,5.0,1.0,0.0,,0.95
paired,765625247183286,A,,,0.2727272727272727,0.0,,
paired,765625247183286,B,,,0.6666666666666666,0.0,,
paired,765625247183286,C,,,0.24242424242424243,0.0,,
paired,765625247183286,D,,,0.7333333333333333,0.0,,0.25
paired,781261847597636,A,experts,4.0,0.9285714285714286,0.0,,0.16666666666666666
paired,781261847597636,B,novices,5.0,0.92,0.0,,
paired,781261847597636,C,experts,4.0,1.0,0.0,,0.125
paired,781261847597636,D,novices,6.0,0.9333333333333333,0.0,,
paired,833437527724022,A,novices,5.0,0.6153846153846154,0.0,,
paired,833437527724022,B,experts,7.0,0.9615384615384616,0.0,,
paired,833437527724022,C,novices,6.0,0.8275862068965517,0.0,,
paired,833437527724022,D,experts,7.0,1.0,0.0,,
paired,835804561913525,A,novices,4.0,0.8214285714285714,0.10714285714285714,1.0,0.5
paired,835804561913525,B,experts,7.0,0.967741935483871,0.0,,1.0
paired,835804561913525,C,novices,4.0,0.7096774193548387,0.1935483870967742,1.0,
paired,835804561913525,D,experts,7.0,1.0,0.010101010101010102,1.0,0.8571428571428571
paired,843798347728775,A,experts,4.0,0.9444444444444444,0.0,,1.0
paired,843798347728775,B,novices,3.0,0.5454545454545454,0.13636363636363635,1.0,
paired,843798347728775,C,experts,5.0,1.0,0.0,,1.0
paired,843798347728775,D,novices,4.0,0.75,0.21428571428571427,0.6666666666666666,
paired,845030447613389,A,experts,6.0,1.0,0.0,,
paired,845030447613389,B,novices,4.0,0.92,0.0,,
paired,845030447613389,C,experts,7.0,1.0,0.0,,
paired,845030447613389,D,novices,5.0,0.875,0.125,0.25,
paired,849465825727611,A,novices,4.0,0.918918918918919,0.05405405405405406,1.0,
paired,849465825727611,B,experts,6.0,1.0,0.0,,1.0
paired,849465825727611,C,novices,4.0,0.9142857142857143,0.08571428571428572,1.0,
paired,849465825727611,D,experts,6.0,1.0,0.0,,0.6666666666666666
paired,864237546831637,A,experts,5.0,1.0,0.0,,
paired,864237546831637,B,novices,5.0,0.8529411764705882,0.11764705882352941,0.625,
paired,864237546831637,C,experts,5.0,1.0,0.0,,
paired,864237546831637,D,novices,5.0,0.8620689655172413,0.2413793103448276,0.14285714285714285,
paired,874807326893128,A,experts,7.0,0.9615384615384616,0.0,,0.95
paired,874807326893128,B,novices,5.0,0.92,1.0,1.0,
paired,874807326893128,C,experts,7.0,1.0,0.0,,1.0
paired,874807326893128,D,novices,4.0,0.8484848484848485,0.9090909090909091,0.95,
paired,916659229295256,A,novices,5.0,0.896551724137931,0.06896551724137931,1.0,
paired,916659229295256,B,experts,7.0,1.0,0.0,,0.8
paired,916659229295256,C,novices,5.0,1.0,0.12903225806451613,0.5,
paired,916659229295256,D,experts,7.0,1.0,0.0,,1.0
paired,919215741319732,A,experts,4.0,0.9,0.0,,0.7692307692307693
paired,919215741319732,B,novices,3.0,0.84,0.44,1.0,
paired,919215741319732,C,experts,6.0,1.0,0.0,,1.0
paired,919215741319732,D,novices,4.0,0.9655172413793104,0.13793103448275862,1.0,
paired,939838105107843,A,experts,5.0,0.875,0.0,,0.6
paired,939838105107843,B,novices,4.0,0.8235294117647058,0.35294117647058826,0.8333333333333334,
paired,939838105107843,C,experts,6.0,1.0,0.0,,1.0
paired,939838105107843,D,novices,4.0,0.75,0.2857142857142857,0.5,
paired,943864992920336,A,novices,6.0,0.972972972972973,0.9459459459459459,0.9714285714285714,1.0
paired,943864992920336,B,experts,7.0,1.0,0.0,,1.0
paired,943864992920336,C,novices,7.0,0.9142857142857143,0.9428571428571428,1.0,1.0
paired,943864992920336,D,experts,7.0,0.9047619047619048,0.0,,1.0
paired,951034904396380,A,experts,6.0,0.972972972972973,0.0,,1.0
paired,951034904396380,B,novices,4.0,0.8529411764705882,0.6764705882352942,0.9565217391304348,
paired,951034904396380,C,experts,7.0,1.0,0.0,,1.0
paired,951034904396380,D,novices,4.0,0.96,0.6,1.0,
solo,22670179051182,A,novices,6.0,0.7741935483870968,0.0,,
solo,22670179051182,B,experts,7.0,0.9473684210526315,0.0,,
solo,22670179051182,C,novices,6.0,0.75,0.0,,
solo,22670179051182,D,experts,7.0,1.0,0.0,,
solo,61359456253403,A,experts,4.0,1.0,0.0,,
solo,61359456253403,B,novices,3.0,0.5757575757575758,0.0,,
solo,61359456253403,C,experts,4.0,0.9705882352941176,0.0,,
solo,61359456253403,D,novices,3.0,0.90625,0.0,,
solo,83720187912783,A,novices,6.0,0.8484848484848485,0.0,,
solo,83720187912783,B,experts,5.0,0.9411764705882353,0.0,,
solo,83720187912783,C,novices,4.0,0.7307692307692307,0.0,,
solo,83720187912783,D,experts,5.0,1.0,0.0,,
solo,88243563579925,A,experts,3.0,0.6,0.0,,
solo,88243563579925,B,novices,5.0,0.8333333333333334,0.0,,
solo,88243563579925,C,experts,4.0,0.975609756097561,0.0,,
solo,88243563579925,D,novices,5.0,0.9333333333333333,0.0,,
solo,108871467633524,A,experts,4.0,1.0,0.0,,
solo,108871467633524,B,novices,4.0,0.8709677419354839,0.0,,
solo,108871467633524,C,experts,5.0,1.0,0.0,,
solo,108871467633524,D,novices,3.0,0.9655172413793104,0.0,,
solo,127920437656239,A,novices,5.0,0.9696969696969697,0.0,,
solo,127920437656239,B,experts,6.0,0.9411764705882353,0.0,,
solo,127920437656239,C,novices,5.0,0.8461538461538461,0.0,,
solo,127920437656239,D,experts,6.0,0.96875,0.0,,
solo,128630732628557,A,experts,4.0,1.0,0.0,,
solo,128630732628557,B,novices,3.0,0.972972972972973,0.0,,
solo,128630732628557,C,experts,6.0,1.0,0.0,,
solo,128630732628557,D,novices,4.0,0.7894736842105263,0.0,,
solo,150229684201847,A,novices,4.0,0.9393939393939394,0.0,,
solo,150229684201847,B,experts,7.0,1.0,0.0,,
solo,150229684201847,C,novices,4.0,0.8947368421052632,0.0,,
solo,150229684201847,D,experts,7.0,0.9545454545454546,0.0,,
solo,172753820883770,A,experts,4.0,0.9655172413793104,0.0,,
solo,172753820883770,B,novices,5.0,0.8974358974358975,0.0,,
solo,172753820883770,C,experts,6.0,0.9375,0.0,,
solo,172753820883770,D,novices,5.0,0.88,0.0,,
solo,180110278733992,A,experts,3.0,0.717948717948718,0.0,,
solo,180110278733992,B,novices,1.0,0.27586206896551724,0.0,,
solo,180110278733992,C,experts,3.0,1.0,0.0,,
solo,180110278733992,D,novices,1.0,0.72,0.0,,
solo,219628468370054,A,experts,5.0,0.9714285714285714,0.0,,
solo,219628468370054,B,novices,3.0,0.6,0.0,,
solo,219628468370054,C,experts,6.0,1.0,0.0,,
solo,219628468370054,D,novices,2.0,0.9142857142857143,0.0,,
solo,223618059750286,A,novices,5.0,0.8064516129032258,0.0,,
solo,223618059750286,B,experts,5.0,1.0,0.0,,
solo,223618059750286,C,novices,5.0,0.8484848484848485,0.0,,
solo,223618059750286,D,experts,5.0,0.9615384615384616,0.0,,
solo,236035150241938,A,experts,4.0,1.0,0.0,,
solo,236035150241938,B,novices,4.0,0.96875,0.0,,
solo,236035150241938,C,experts,6.0,1.0,0.0,,
solo,236035150241938,D,novices,4.0,0.9736842105263158,0.0,,
solo,255110968491286,A,novices,6.0,0.7941176470588235,0.0,,
solo,255110968491286,B,experts,7.0,0.9375,0.0,,
solo,255110968491286,C,novices,5.0,0.46875,0.0,,
solo,255110968491286,D,experts,7.0,1.0,0.0,,
solo,281252000616053,A,novices,6.0,0.71875,0.0,,
solo,281252000616053,B,experts,7.0,0.84375,0.0,,
solo,281252000616053,C,novices,7.0,0.78125,0.0,,
solo,281252000616053,D,experts,7.0,1.0,0.0,,
solo,325192931513079,A,experts,4.0,0.8214285714285714,0.0,,
solo,325192931513079,B,novices,4.0,0.8108108108108109,0.0,,
solo,325192931513079,C,experts,4.0,0.84375,0.0,,
solo,325192931513079,D,novices,4.0,0.8214285714285714,0.0,,
solo,334812688815254,A,experts,7.0,1.0,0.0,,
solo,334812688815254,B,novices,6.0,0.9629629629629629,0.0,,
solo,334812688815254,C,experts,7.0,1.0,0.0,,
solo,334812688815254,D,novices,7.0,0.918918918918919,0.0,,
solo,336585928845339,A,experts,6.0,0.8888888888888888,0.0,,
solo,336585928845339,B,novices,5.0,0.8125,0.0,,
solo,336585928845339,C,experts,7.0,1.0,0.0,,
solo,336585928845339,D,novices,5.0,0.125,0.0,,
solo,352394607586804,A,experts,6.0,1.0,0.0,,
solo,352394607586804,B,novices,4.0,0.8484848484848485,0.0,,
solo,352394607586804,C,experts,7.0,1.0,0.0,,
solo,352394607586804,D,novices,4.0,0.92,0.0,,
solo,408770977047531,A,novices,3.0,0.8,0.0,,
solo,408770977047531,B,experts,5.0,0.9142857142857143,0.0,,
solo,408770977047531,C,novices,4.0,0.9375,0.0,,
solo,408770977047531,D,experts,5.0,1.0,0.0,,
solo,503740956240310,A,novices,4.0,0.8064516129032258,0.0,,
solo,503740956240310,B,experts,3.0,0.9743589743589743,0.0,,
solo,503740956240310,C,novices,4.0,0.9333333333333333,0.0,,
solo,503740956240310,D,experts,3.0,1.0,0.0,,
solo,518006412062467,A,novices,4.0,0.7878787878787878,0.0,,
solo,518006412062467,B,experts,5.0,0.967741935483871,0.0,,
solo,518006412062467,C,novices,5.0,0.9230769230769231,0.0,,
solo,518006412062467,D,experts,3.0,1.0,0.0,,
solo,540382156604799,A,experts,6.0,0.9090909090909091,0.0,,
solo,540382156604799,B,novices,4.0,0.8108108108108109,0.0,,
solo,540382156604799,C,experts,6.0,1.0,0.0,,
solo,540382156604799,D,novices,4.0,0.7941176470588235,0.0,,
solo,544084475018033,A,experts,4.0,0.9666666666666667,0.0,,
solo,544084475018033,B,novices,2.0,0.6216216216216216,0.0,,
solo,544084475018033,C,experts,5.0,0.9354838709677419,0.0,,
solo,544084475018033,D,novices,2.0,0.3333333333333333,0.0,,
solo,548501040078868,A,experts,5.0,1.0,0.0,,
solo,548501040078868,B,novices,4.0,0.7631578947368421,0.0,,
solo,548501040078868,C,experts,5.0,1.0,0.0,,
solo,548501040078868,D,novices,3.0,0.8235294117647058,0.0,,
solo,571663380480362,A,experts,6.0,0.9259259259259259,0.0,,
solo,571663380480362,B,novices,5.0,0.6666666666666666,0.0,,
solo,571663380480362,C,experts,6.0,0.9767441860465116,0.0,,
solo,571663380480362,D,novices,6.0,0.75,0.0,,
solo,573037277775110,A,novices,6.0,0.8620689655172413,0.0,,
solo,573037277775110,B,experts,5.0,0.8787878787878788,0.0,,
solo,573037277775110,C,novices,6.0,0.8928571428571429,0.0,,
solo,573037277775110,D,experts,7.0,0.9714285714285714,0.0,,
solo,602716852975102,A,novices,3.0,0.8378378378378378,0.0,,
solo,602716852975102,B,experts,3.0,1.0,0.0,,
solo,602716852975102,C,novices,2.0,0.8148148148148148,0.0,,
solo,602716852975102,D,experts,2.0,0.9090909090909091,0.0,,
solo,635827706647708,A,novices,6.0,0.7619047619047619,0.0,,
solo,635827706647708,B,experts,7.0,1.0,0.0,,
solo,635827706647708,C,novices,6.0,0.7741935483870968,0.0,,
solo,635827706647708,D,experts,7.0,1.0,0.0,,
solo,650576790518133,A,experts,5.0,1.0,0.0,,
solo,650576790518133,B,novices,6.0,0.8620689655172413,0.0,,
solo,650576790518133,C,experts,6.0,0.96,0.0,,
solo,650576790518133,D,novices,5.0,0.8787878787878788,0.0,,
solo,664235792601129,A,experts,5.0,0.9,0.0,,
solo,664235792601129,B,novices,4.0,0.6,0.0,,
solo,664235792601129,C,experts,6.0,0.96875,0.0,,
solo,664235792601129,D,novices,4.0,0.8214285714285714,0.0,,
solo,713722383964551,A,experts,6.0,0.9333333333333333,0.0,,
solo,713722383964551,B,novices,4.0,0.6923076923076923,0.0,,
solo,713722383964551,C,experts,6.0,1.0,0.0,,
solo,713722383964551,D,novices,5.0,0.5135135135135135,0.0,,
solo,734048519489716,A,experts,5.0,1.0,0.0,,
solo,734048519489716,B,novices,5.0,0.7352941176470589,0.0,,
solo,734048519489716,C,experts,6.0,1.0,0.0,,
solo,734048519489716,D,novices,5.0,0.7575757575757576,0.0,,
solo,738317011870272,A,experts,6.0,0.6666666666666666,0.0,,
solo,738317011870272,B,novices,5.0,0.7352941176470589,0.0,,
solo,738317011870272,C,experts,5.0,1.0,0.0,,
solo,738317011870272,D,novices,6.0,0.9705882352941176,0.0,,
solo,763234921761768,A,experts,4.0,0.6896551724137931,0.0,,
solo,763234921761768,B,novices,5.0,0.6060606060606061,0.0,,
solo,763234921761768,C,experts,4.0,0.9142857142857143,0.0,,
solo,763234921761768,D,novices,5.0,0.6785714285714286,0.0,,
solo,824186877087142,A,novices,3.0,0.8857142857142857,0.0,,
solo,824186877087142,B,experts,6.0,1.0,0.0,,
solo,824186877087142,C,novices,4.0,0.8461538461538461,0.0,,
solo,824186877087142,D,experts,6.0,0.9285714285714286,0.0,,
solo,842567761966192,A,experts,5.0,0.96,0.0,,
solo,842567761966192,B,novices,6.0,0.868421052631579,0.0,,
solo,842567761966192,C,experts,5.0,1.0,0.0,,
solo,842567761966192,D,novices,6.0,1.0,0.0,,
solo,852642387039752,A,experts,4.0,0.9666666666666667,0.0,,
solo,852642387039752,B,novices,4.0,0.8787878787878788,0.0,,
solo,852642387039752,C,experts,5.0,1.0,0.0,,
solo,852642387039752,D,novices,4.0,1.0,0.0,,
solo,869886377962650,A,experts,4.0,0.782608695652174,0.0,,
solo,869886377962650,B,novices,3.0,0.8378378378378378,0.0,,
solo,869886377962650,C,experts,4.0,1.0,0.0,,
solo,869886377962650,D,novices,2.0,0.7333333333333333,0.0,,
solo,880772070057086,A,novices,5.0,0.8461538461538461,0.0,,
solo,880772070057086,B,experts,6.0,1.0,0.0,,
solo,880772070057086,C,novices,5.0,0.8620689655172413,0.0,,
solo,880772070057086,D,experts,6.0,1.0,0.0,,
solo,923914769660089,A,experts,5.0,1.0,0.0,,
solo,923914769660089,B,novices,4.0,0.6285714285714286,0.0,,
solo,923914769660089,C,experts,7.0,1.0,0.0,,
solo,923914769660089,D,novices,4.0,0.8823529411764706,0.0,,
solo,925264962484280,A,novices,6.0,0.9310344827586207,0.0,,
solo,925264962484280,B,experts,7.0,0.9722222222222222,0.0,,
solo,925264962484280,C,novices,7.0,0.8636363636363636,0.0,,
solo,925264962484280,D,experts,7.0,1.0,0.0,,
solo,948958320489333,A,experts,3.0,0.8064516129032258,0.0,,
solo,948958320489333,B,novices,3.0,0.5757575757575758,0.0,,
solo,948958320489333,C,experts,5.0,0.9310344827586207,0.0,,
solo,948958320489333,D,novices,3.0,0.59375,0.0,,
solo,981987360384333,A,novices,6.0,0.9047619047619048,0.0,,
solo,981987360384333,B,experts,7.0,1.0,0.0,,
solo,981987360384333,C,novices,6.0,0.9024390243902439,0.0,,
solo,981987360384333,D,experts,7.0,1.0,0.0,,
